Age,Income,Expenses,CIBIL_Score,Experience,Employment_Stability,Employment_Type,Loan_Type,Purpose,Education,Loan_Amount,Loan_Tenure,Collateral,Insurance,Tax_History,Residence_Type,Interest_Rate,Residence,Total_Debt,Salary_Growth,Loan_Eligibility,Total_Assets
37,182971.0,34765.0,488,7,Contract Based,Salaried,Education Loan,Medical Emergency,Bachelor's,149116,20,No,No,Good,Company Provided,10.02,Rural,650794.0,5.48,Not Eligible,691455.85
27,52083.0,28769.0,605,30,Permanent,Self-Employed,Home Loan,Business Expansion,Bachelor's,3463873,19,No,No,Good,Company Provided,7.58,Semi-Urban,286339.0,6.96,Not Eligible,250634.97
45,131562.0,65100.7,769,30,Permanent,Salaried,Education Loan,Car Purchase,PhD,389975,6,Yes,Yes,Good,Company Provided,7.38,Semi-Urban,338541.0,14.85,Eligible,1273786.92
24,197193.0,64682.8,841,16,Permanent,Salaried,Car Loan,Car Purchase,PhD,381672,13,Yes,Yes,Good,Owned,11.0,Semi-Urban,116097.0,10.78,Eligible,1796301.855
56,251602.5,17609.199999999997,738,18,Permanent,Salaried,Car Loan,Medical Emergency,PhD,991489,11,Yes,Yes,Good,Owned,6.84,Semi-Urban,47821.5,11.35,Eligible,546537.405
26,169614.0,63585.2,822,2,Permanent,Salaried,Personal Loan,Education,Bachelor's,1021820,19,Yes,Yes,Good,Company Provided,10.53,Semi-Urban,236133.5,9.83,Eligible,1678809.03
51,39053.0,55481.0,741,29,Contract Based,Business Owner,Personal Loan,Education,Bachelor's,1271980,7,No,No,Good,Company Provided,12.06,Semi-Urban,966884.0,6.19,Not Eligible,158436.35
39,243235.5,12904.5,722,9,Permanent,Salaried,Personal Loan,House Purchase,Master's,867253,12,Yes,Yes,Good,Owned,6.98,Urban,391211.5,10.78,Eligible,1995255.225
64,181636.0,74650.0,702,28,Contract Based,Self-Employed,Personal Loan,Car Purchase,PhD,863472,16,No,No,Good,Owned,12.46,Urban,691420.0,7.94,Not Eligible,532696.44
59,109745.0,51336.0,476,39,Permanent,Business Owner,Car Loan,Car Purchase,High School,979842,1,No,No,Good,Rented,8.6,Urban,779252.0,12.82,Not Eligible,412919.7
47,89517.0,41135.0,748,17,Contract Based,Salaried,Education Loan,Education,High School,523608,25,No,No,Good,Owned,14.93,Rural,232752.0,9.42,Not Eligible,540992.44
30,258337.5,55041.7,848,11,Permanent,Salaried,Personal Loan,Medical Emergency,Master's,1853066,15,Yes,Yes,Good,Company Provided,14.79,Urban,150720.5,12.03,Eligible,1970829.795
46,156319.0,42909.0,600,22,New Joining,Business Owner,Education Loan,House Purchase,Bachelor's,626817,13,No,No,Average,Owned,12.99,Rural,965585.0,13.03,Not Eligible,744577.17
39,242437.5,52140.9,718,10,Permanent,Salaried,Personal Loan,Car Purchase,PhD,1574845,10,Yes,Yes,Good,Company Provided,8.43,Urban,229964.0,12.67,Eligible,2178554.0250000004
59,257824.5,18527.6,732,8,Permanent,Salaried,Home Loan,House Purchase,Bachelor's,2924668,18,Yes,Yes,Good,Owned,14.37,Semi-Urban,198254.0,7.23,Eligible,2454890.985
23,235810.5,68326.3,846,23,Permanent,Salaried,Personal Loan,Car Purchase,Bachelor's,826013,4,Yes,Yes,Good,Owned,14.99,Semi-Urban,54804.5,6.79,Eligible,702837.99
33,156645.0,52655.0,893,24,Permanent,Salaried,Education Loan,Business Expansion,High School,777393,22,No,No,Good,Owned,9.62,Urban,296380.0,13.3,Not Eligible,1213768.32
48,148900.5,27538.7,762,24,Permanent,Salaried,Personal Loan,Business Expansion,High School,1177853,6,Yes,Yes,Good,Company Provided,11.15,Urban,68771.0,3.86,Eligible,454933.0500000001
40,237391.5,48427.4,833,8,Permanent,Salaried,Home Loan,House Purchase,PhD,3282289,27,Yes,Yes,Good,Owned,5.06,Rural,92223.0,5.63,Eligible,1121941.605
48,150115.5,39750.2,802,11,Permanent,Salaried,Education Loan,Education,PhD,247186,8,Yes,Yes,Good,Owned,5.44,Rural,240609.5,3.57,Eligible,1284461.115
28,292077.0,51312.8,703,10,Permanent,Salaried,Education Loan,Education,Bachelor's,196853,24,Yes,Yes,Good,Rented,10.01,Rural,388614.0,2.55,Eligible,1370081.3250000002
61,144934.5,36059.8,740,37,Permanent,Salaried,Education Loan,Car Purchase,Bachelor's,604850,20,Yes,Yes,Good,Rented,11.09,Semi-Urban,289135.0,10.01,Eligible,1341974.5499999998
59,226506.0,27285.3,726,27,Permanent,Salaried,Car Loan,Business Expansion,Master's,706032,22,Yes,Yes,Good,Owned,8.12,Urban,94724.0,13.71,Eligible,1198619.13
21,73687.0,95887.0,811,7,New Joining,Business Owner,Education Loan,Business Expansion,Bachelor's,122813,9,No,No,Poor,Owned,5.99,Rural,744342.0,3.68,Not Eligible,329997.74
23,132468.0,60186.7,808,9,Permanent,Salaried,Car Loan,House Purchase,Master's,242346,23,Yes,Yes,Good,Company Provided,12.82,Urban,385405.0,12.34,Eligible,1313153.685
33,191422.5,42074.9,800,24,Permanent,Salaried,Home Loan,House Purchase,Bachelor's,2993334,29,Yes,Yes,Good,Company Provided,9.19,Urban,402980.0,6.93,Eligible,1058954.385
48,226464.0,4312.0,772,35,Permanent,Salaried,Education Loan,Education,Bachelor's,362664,8,Yes,Yes,Good,Rented,11.49,Urban,228324.0,10.04,Eligible,1795326.855
45,71346.0,65027.9,734,8,Permanent,Salaried,Education Loan,Education,Bachelor's,374694,24,Yes,Yes,Good,Company Provided,11.5,Semi-Urban,70595.0,11.93,Eligible,484840.53
53,73252.5,54303.9,808,7,Permanent,Salaried,Education Loan,Education,PhD,703733,18,Yes,Yes,Good,Owned,10.47,Semi-Urban,54106.0,11.23,Eligible,265165.635
58,27697.0,89303.0,345,2,Contract Based,Business Owner,Home Loan,Medical Emergency,PhD,3569161,7,Yes,Yes,Good,Rented,6.78,Rural,393304.0,3.78,Not Eligible,166251.28
26,150247.5,11092.2,723,17,Permanent,Salaried,Car Loan,Business Expansion,PhD,660604,19,Yes,Yes,Good,Company Provided,11.16,Urban,65838.5,3.5,Eligible,393550.755
64,168118.0,24924.0,604,34,Permanent,Business Owner,Personal Loan,Business Expansion,Master's,942567,23,No,Yes,Good,Company Provided,8.22,Rural,948909.0,14.01,Not Eligible,1289458.66
52,116734.5,13217.4,752,16,Permanent,Salaried,Home Loan,House Purchase,Master's,1520648,18,Yes,Yes,Good,Owned,13.19,Urban,241313.0,3.03,Eligible,718096.035
41,29615.0,85274.0,544,35,Permanent,Self-Employed,Home Loan,Business Expansion,PhD,2043047,1,Yes,No,Poor,Company Provided,6.93,Urban,816190.0,4.84,Not Eligible,88223.29
36,234198.0,64088.49999999999,815,27,Permanent,Salaried,Home Loan,House Purchase,Master's,4771410,11,Yes,Yes,Good,Company Provided,7.91,Urban,206143.5,7.7,Eligible,1904984.37
41,150499.0,6095.0,682,14,New Joining,Salaried,Car Loan,Medical Emergency,PhD,476955,9,No,No,Good,Rented,9.4,Semi-Urban,329571.0,12.67,Not Eligible,1269683.86
31,144654.0,32188.1,813,18,Permanent,Salaried,Car Loan,Education,High School,526621,10,Yes,Yes,Good,Company Provided,12.4,Semi-Urban,140671.0,9.83,Eligible,1138519.185
57,210843.0,13386.1,825,21,Permanent,Salaried,Car Loan,Medical Emergency,PhD,526637,10,Yes,Yes,Good,Owned,12.21,Urban,308435.0,9.43,Eligible,976721.115
56,136675.5,69067.59999999999,813,5,Permanent,Salaried,Car Loan,Education,High School,685939,1,Yes,Yes,Good,Company Provided,8.37,Rural,56943.0,11.0,Eligible,1064066.115
55,54782.0,71615.0,516,6,Permanent,Business Owner,Car Loan,Education,Bachelor's,796031,27,No,Yes,Good,Owned,10.11,Rural,41417.0,12.43,Not Eligible,362748.45
39,147799.5,35194.6,839,8,Permanent,Salaried,Education Loan,House Purchase,Master's,286760,17,Yes,Yes,Good,Owned,7.34,Semi-Urban,482851.5,5.02,Eligible,938679.945
40,139026.0,66703.0,757,19,Permanent,Salaried,Personal Loan,Education,Master's,971874,27,Yes,Yes,Good,Rented,12.7,Urban,402071.0,2.25,Eligible,999589.095
38,149337.0,39899.3,844,36,Permanent,Salaried,Personal Loan,Medical Emergency,PhD,1787983,12,Yes,Yes,Good,Company Provided,6.97,Semi-Urban,43049.5,3.65,Eligible,1051438.515
61,101422.0,36153.0,819,10,Contract Based,Self-Employed,Car Loan,Car Purchase,Bachelor's,915556,12,Yes,No,Good,Owned,13.19,Rural,195304.0,4.15,Not Eligible,851251.51
34,264492.0,16340.8,809,1,Permanent,Salaried,Car Loan,House Purchase,Bachelor's,229503,19,Yes,Yes,Good,Owned,14.37,Rural,293862.5,2.52,Eligible,2615264.265
35,271615.5,29859.2,846,21,Permanent,Salaried,Education Loan,Education,Bachelor's,299473,17,Yes,Yes,Good,Owned,14.92,Semi-Urban,360129.0,11.72,Eligible,2121376.665
51,39957.0,52860.5,760,35,Permanent,Salaried,Car Loan,Education,Bachelor's,348952,7,Yes,Yes,Good,Owned,13.57,Urban,136561.0,13.5,Eligible,221129.295
21,86128.5,4348.4,732,4,Permanent,Salaried,Education Loan,Business Expansion,Master's,172685,23,Yes,Yes,Good,Rented,7.22,Semi-Urban,402597.5,11.24,Eligible,490359.18
23,80065.5,9800.7,755,6,Permanent,Salaried,Education Loan,House Purchase,PhD,377238,11,Yes,Yes,Good,Owned,9.17,Semi-Urban,25690.0,4.45,Eligible,178885.245
36,189366.0,58648.8,825,5,Permanent,Salaried,Home Loan,House Purchase,PhD,4396728,24,Yes,Yes,Good,Owned,5.89,Semi-Urban,115208.0,9.88,Eligible,620978.1900000001
43,291282.0,60300.8,756,21,Permanent,Salaried,Home Loan,Medical Emergency,High School,2541622,2,Yes,Yes,Good,Rented,6.65,Urban,499228.0,8.77,Eligible,1114256.505
31,281559.0,28998.9,712,9,Permanent,Salaried,Car Loan,Car Purchase,Master's,645778,16,Yes,Yes,Good,Rented,5.5,Urban,349943.0,12.66,Eligible,2793798.87
32,43382.0,36368.0,737,39,Permanent,Business Owner,Education Loan,Medical Emergency,High School,748836,23,Yes,Yes,Good,Rented,11.41,Rural,304503.0,14.25,Not Eligible,351601.98
30,260199.0,53073.3,849,19,Permanent,Salaried,Car Loan,Medical Emergency,Bachelor's,652268,9,Yes,Yes,Good,Owned,10.33,Urban,222813.5,11.66,Eligible,815036.94
52,131683.5,46312.0,774,27,Permanent,Salaried,Home Loan,Medical Emergency,PhD,2121419,27,Yes,Yes,Good,Owned,14.17,Urban,345369.0,8.66,Eligible,788385.915
36,130634.0,30854.0,338,22,Permanent,Self-Employed,Home Loan,Car Purchase,High School,1772707,10,No,No,Good,Company Provided,9.63,Urban,187306.0,8.64,Not Eligible,484425.65
28,151936.0,15715.0,538,34,Permanent,Salaried,Home Loan,Medical Emergency,Master's,1657945,21,No,Yes,Good,Company Provided,11.42,Semi-Urban,291236.0,12.5,Not Eligible,665617.93
58,179358.0,60690.7,759,0,Permanent,Salaried,Home Loan,House Purchase,PhD,3121383,10,Yes,Yes,Good,Company Provided,9.02,Rural,26091.5,3.59,Eligible,1226205.4500000002
32,286941.0,44648.8,811,28,Permanent,Salaried,Home Loan,Car Purchase,Master's,2148446,3,Yes,Yes,Good,Rented,13.29,Rural,244272.5,3.99,Eligible,1948990.17
44,247107.0,22257.9,802,8,Permanent,Salaried,Car Loan,Education,PhD,537578,25,Yes,Yes,Good,Company Provided,14.26,Semi-Urban,327699.0,6.47,Eligible,2217647.925
48,215496.0,36801.1,826,8,Permanent,Salaried,Car Loan,Business Expansion,Master's,740368,17,Yes,Yes,Good,Company Provided,9.32,Rural,403612.0,11.71,Eligible,714723.3150000001
28,258040.5,56784.0,813,21,Permanent,Salaried,Home Loan,Business Expansion,Master's,2344398,28,Yes,Yes,Good,Rented,5.83,Semi-Urban,342134.0,2.86,Eligible,1542879.4500000002
48,196011.0,13846.0,712,1,Permanent,Salaried,Car Loan,House Purchase,PhD,411032,14,Yes,Yes,Good,Owned,6.64,Semi-Urban,459887.5,6.48,Eligible,1331043.765
56,185299.5,30033.5,838,15,Permanent,Salaried,Home Loan,Business Expansion,Master's,4143186,19,Yes,Yes,Good,Rented,12.21,Urban,139872.5,6.14,Eligible,1749923.295
46,152767.5,18601.1,804,39,Permanent,Salaried,Home Loan,Business Expansion,Master's,1901819,18,Yes,Yes,Good,Company Provided,8.25,Urban,361604.0,8.31,Eligible,936676.62
28,134385.0,26851.3,770,5,Permanent,Salaried,Home Loan,Business Expansion,Bachelor's,3912392,18,Yes,Yes,Good,Company Provided,12.85,Urban,495596.5,8.03,Eligible,635008.845
48,147775.0,71062.0,506,12,New Joining,Self-Employed,Car Loan,Education,PhD,854593,14,Yes,Yes,Good,Rented,12.5,Rural,139488.0,11.29,Not Eligible,640916.38
48,86471.0,78391.0,818,32,Permanent,Business Owner,Car Loan,Business Expansion,High School,469605,3,No,No,Poor,Rented,11.94,Urban,10533.0,10.13,Eligible,322432.45
57,94947.0,33924.1,828,18,Permanent,Salaried,Education Loan,Medical Emergency,PhD,668026,10,Yes,Yes,Good,Company Provided,13.14,Rural,347547.5,13.74,Eligible,920885.415
61,103386.0,15099.7,751,14,Permanent,Salaried,Car Loan,House Purchase,PhD,215341,23,Yes,Yes,Good,Rented,12.57,Urban,17864.5,4.35,Eligible,705455.0549999999
56,167781.0,24142.0,601,32,Permanent,Salaried,Car Loan,House Purchase,Bachelor's,791363,13,No,Yes,Good,Company Provided,11.33,Urban,310841.0,7.62,Not Eligible,742965.52
47,44589.0,21072.8,754,9,Permanent,Salaried,Personal Loan,House Purchase,High School,909241,22,Yes,Yes,Good,Company Provided,5.04,Rural,74326.5,7.2,Eligible,354968.88
37,90813.0,9537.5,821,0,Permanent,Salaried,Home Loan,Education,High School,3224563,12,Yes,Yes,Good,Company Provided,10.16,Rural,493533.5,3.46,Eligible,391785.375
29,256975.5,30939.3,768,11,Permanent,Salaried,Home Loan,Education,High School,4294798,9,Yes,Yes,Good,Owned,10.95,Urban,435067.0,4.14,Eligible,1549742.64
53,82129.5,14648.2,700,28,Permanent,Salaried,Car Loan,Business Expansion,Master's,623594,26,Yes,Yes,Good,Rented,14.61,Semi-Urban,203771.0,6.38,Eligible,181326.345
40,99788.0,36218.0,587,16,Contract Based,Business Owner,Car Loan,Medical Emergency,Master's,610673,29,No,Yes,Average,Rented,11.5,Rural,909308.0,11.55,Not Eligible,875396.47
33,41316.0,49472.0,453,3,New Joining,Salaried,Education Loan,Business Expansion,Master's,364896,27,Yes,No,Good,Company Provided,10.75,Rural,878946.0,3.95,Not Eligible,398799.21
48,104698.0,96916.0,869,28,Contract Based,Salaried,Personal Loan,House Purchase,High School,778161,10,No,No,Poor,Owned,10.41,Urban,120601.0,5.45,Not Eligible,934538.82
49,35960.0,25566.0,722,6,Contract Based,Business Owner,Home Loan,Medical Emergency,PhD,2722217,19,No,No,Average,Rented,6.03,Urban,995171.0,10.79,Not Eligible,121146.0
33,50791.0,61125.0,349,12,Contract Based,Self-Employed,Home Loan,House Purchase,PhD,3557753,16,Yes,Yes,Good,Rented,9.28,Rural,842958.0,9.76,Not Eligible,436912.86
55,67824.0,26743.5,734,4,Permanent,Salaried,Car Loan,Medical Emergency,High School,836901,29,Yes,Yes,Good,Owned,6.34,Urban,8531.5,3.36,Eligible,323931.255
26,183539.0,34717.0,863,5,Permanent,Self-Employed,Car Loan,Car Purchase,High School,769806,21,No,Yes,Average,Rented,5.53,Semi-Urban,11925.0,14.27,Eligible,1741831.64
38,126640.5,38488.8,782,33,Permanent,Salaried,Personal Loan,Education,Bachelor's,1268744,25,Yes,Yes,Good,Rented,8.29,Rural,445509.0,3.92,Eligible,556284.0
25,198705.0,21094.5,737,6,Permanent,Salaried,Home Loan,Education,Master's,4441817,3,Yes,Yes,Good,Rented,11.45,Semi-Urban,295326.0,2.8,Eligible,539525.0700000001
45,93290.0,33164.0,365,27,Permanent,Salaried,Personal Loan,House Purchase,Master's,936216,12,Yes,Yes,Good,Owned,13.67,Rural,721292.0,5.96,Not Eligible,823131.61
22,67014.0,79489.0,531,9,Permanent,Business Owner,Home Loan,House Purchase,Master's,2105082,8,No,Yes,Average,Owned,13.1,Semi-Urban,64929.0,2.34,Not Eligible,196563.6
30,232725.0,30493.4,815,3,Permanent,Salaried,Car Loan,Car Purchase,Bachelor's,218195,25,Yes,Yes,Good,Company Provided,7.95,Urban,433871.5,2.4,Eligible,1473493.83
50,70519.0,74110.0,436,2,New Joining,Salaried,Personal Loan,Business Expansion,Bachelor's,1554135,27,Yes,No,Good,Company Provided,5.46,Urban,807173.0,9.52,Not Eligible,353129.76
25,36063.0,17618.3,749,24,Permanent,Salaried,Education Loan,Medical Emergency,Bachelor's,355598,15,Yes,Yes,Good,Company Provided,9.03,Rural,206651.0,13.61,Eligible,290481.465
53,69052.0,64858.0,364,22,Permanent,Salaried,Car Loan,Car Purchase,High School,595591,11,No,No,Good,Rented,8.15,Rural,489847.0,7.23,Not Eligible,551808.09
21,51583.5,18622.8,726,26,Permanent,Salaried,Education Loan,Car Purchase,Bachelor's,429193,23,Yes,Yes,Good,Company Provided,8.71,Semi-Urban,227227.5,5.93,Eligible,423454.11
38,173941.5,66269.0,802,13,Permanent,Salaried,Education Loan,House Purchase,PhD,377806,13,Yes,Yes,Good,Company Provided,10.59,Urban,322127.5,13.89,Eligible,435942.105
52,88111.0,93738.0,633,37,Permanent,Business Owner,Education Loan,House Purchase,High School,103476,6,Yes,No,Good,Company Provided,5.3,Urban,306551.0,2.8,Not Eligible,781280.48
31,187587.0,3978.8,780,31,Permanent,Salaried,Home Loan,Business Expansion,High School,2644393,13,Yes,Yes,Good,Company Provided,8.71,Semi-Urban,12079.0,8.15,Eligible,1074993.21
41,170572.5,9104.9,796,22,Permanent,Salaried,Education Loan,Business Expansion,Master's,345006,11,Yes,Yes,Good,Company Provided,10.59,Rural,305991.5,5.28,Eligible,640239.36
46,70733.0,46787.0,542,39,Permanent,Business Owner,Home Loan,House Purchase,Master's,2183607,6,No,No,Average,Rented,9.31,Semi-Urban,177271.0,6.96,Not Eligible,310600.38
45,82131.0,38207.4,748,36,Permanent,Salaried,Personal Loan,Education,Bachelor's,1430288,6,Yes,Yes,Good,Owned,11.67,Semi-Urban,144618.5,7.34,Eligible,757407.03
42,254544.0,55853.7,824,2,Permanent,Salaried,Car Loan,Business Expansion,PhD,392235,5,Yes,Yes,Good,Rented,6.86,Semi-Urban,41336.0,9.09,Eligible,521292.15
47,105886.0,88629.0,860,34,Contract Based,Self-Employed,Home Loan,Car Purchase,High School,2424007,7,No,No,Good,Owned,6.54,Semi-Urban,390300.0,7.89,Not Eligible,890901.18
33,177753.0,10782.0,490,12,New Joining,Business Owner,Home Loan,House Purchase,High School,1709958,23,No,Yes,Good,Company Provided,8.08,Rural,732883.0,14.84,Not Eligible,1669356.04
53,164286.0,50239.0,790,33,Permanent,Salaried,Personal Loan,Medical Emergency,High School,712804,23,Yes,Yes,Good,Rented,6.02,Semi-Urban,188023.5,2.33,Eligible,657215.88
54,101006.0,62645.0,898,23,Permanent,Salaried,Personal Loan,Medical Emergency,Master's,720928,19,No,Yes,Good,Company Provided,7.36,Urban,547137.0,11.85,Not Eligible,866229.49
61,67056.0,25897.2,765,0,Permanent,Salaried,Car Loan,Education,Master's,922399,11,Yes,Yes,Good,Rented,5.87,Rural,454614.0,2.66,Eligible,220528.38
55,114913.0,34204.0,819,11,New Joining,Business Owner,Personal Loan,House Purchase,PhD,535581,6,No,Yes,Good,Rented,9.02,Semi-Urban,955081.0,7.6,Not Eligible,244741.91
21,171162.0,15506.4,710,7,Permanent,Salaried,Home Loan,Car Purchase,Master's,3090686,25,Yes,Yes,Good,Company Provided,12.11,Semi-Urban,468683.0,4.62,Eligible,1170165.21
41,41239.5,42130.2,765,18,Permanent,Salaried,Car Loan,Education,PhD,715525,9,Yes,Yes,Good,Company Provided,7.87,Urban,471544.0,14.29,Eligible,295671.63
26,89639.0,95555.0,582,8,New Joining,Self-Employed,Car Loan,Car Purchase,Master's,776951,20,Yes,Yes,Good,Owned,5.04,Semi-Urban,823828.0,11.39,Not Eligible,286946.85
48,111574.5,63016.8,765,27,Permanent,Salaried,Car Loan,Medical Emergency,PhD,766136,25,Yes,Yes,Good,Company Provided,10.57,Urban,389892.5,8.02,Eligible,680575.485
37,231099.0,17282.3,784,13,Permanent,Salaried,Education Loan,Car Purchase,Master's,161680,18,Yes,Yes,Good,Owned,11.92,Urban,298459.5,14.38,Eligible,1174891.89
25,67234.0,55690.0,334,26,Permanent,Self-Employed,Education Loan,Medical Emergency,Master's,184485,8,No,Yes,Good,Company Provided,8.91,Semi-Urban,921875.0,11.38,Not Eligible,175485.12
51,198363.0,99042.0,412,17,New Joining,Self-Employed,Home Loan,Business Expansion,Bachelor's,4880397,18,No,No,Good,Owned,7.97,Rural,194838.0,14.38,Not Eligible,1202464.26
25,223011.0,61775.7,754,5,Permanent,Salaried,Education Loan,Medical Emergency,Bachelor's,103437,5,Yes,Yes,Good,Rented,9.91,Rural,343407.5,11.16,Eligible,1489957.155
58,38391.0,43624.0,783,32,Permanent,Salaried,Personal Loan,Medical Emergency,Bachelor's,1818562,6,Yes,Yes,Good,Rented,6.01,Semi-Urban,217754.0,3.01,Eligible,143481.615
23,41056.5,48458.2,740,36,Permanent,Salaried,Car Loan,Education,PhD,214578,2,Yes,Yes,Good,Company Provided,11.44,Semi-Urban,294592.0,10.01,Eligible,325095.105
43,67315.0,61091.0,668,24,Permanent,Business Owner,Home Loan,Education,PhD,2281829,25,No,No,Average,Rented,12.33,Rural,620890.0,14.74,Not Eligible,173727.33
57,147251.0,84301.0,541,12,Permanent,Self-Employed,Personal Loan,House Purchase,PhD,1519038,22,No,No,Average,Company Provided,12.05,Semi-Urban,20426.0,4.78,Not Eligible,943578.73
57,149289.0,18859.4,815,22,Permanent,Salaried,Car Loan,House Purchase,PhD,992458,24,Yes,Yes,Good,Company Provided,8.29,Semi-Urban,460448.5,12.31,Eligible,660920.58
30,251547.0,30598.4,792,35,Permanent,Salaried,Personal Loan,Medical Emergency,Bachelor's,1211682,4,Yes,Yes,Good,Company Provided,13.43,Urban,256298.0,4.4,Eligible,1380636.99
30,159007.5,49193.9,810,32,Permanent,Salaried,Education Loan,Business Expansion,High School,647512,19,Yes,Yes,Good,Owned,14.47,Rural,207318.0,7.88,Eligible,1454566.9500000002
39,188359.5,38242.4,804,20,Permanent,Salaried,Personal Loan,House Purchase,Master's,1103319,4,Yes,Yes,Good,Owned,7.97,Urban,371299.0,3.1,Eligible,1386256.98
37,237303.0,30121.7,773,33,Permanent,Salaried,Education Loan,Medical Emergency,Master's,273876,16,Yes,Yes,Good,Company Provided,7.63,Rural,293187.0,6.43,Eligible,757240.6950000001
41,236850.0,17834.6,834,35,Permanent,Salaried,Personal Loan,Education,PhD,1254306,1,Yes,Yes,Good,Rented,12.04,Urban,47284.0,12.09,Eligible,2153072.6550000003
34,116271.0,19285.7,713,16,Permanent,Salaried,Home Loan,House Purchase,Bachelor's,2003173,16,Yes,Yes,Good,Rented,12.08,Rural,260585.0,2.59,Eligible,579339.78
29,253432.5,37147.6,808,9,Permanent,Salaried,Education Loan,House Purchase,High School,571346,1,Yes,Yes,Good,Rented,10.1,Rural,139895.5,6.16,Eligible,1198805.73
21,194131.0,98608.0,601,22,New Joining,Self-Employed,Education Loan,Medical Emergency,Bachelor's,233145,24,No,No,Good,Owned,14.23,Urban,702253.0,10.19,Not Eligible,1167172.14
33,194004.0,40561.0,411,1,Permanent,Salaried,Car Loan,Medical Emergency,Master's,316677,17,Yes,Yes,Good,Owned,6.46,Semi-Urban,712867.0,14.33,Not Eligible,706630.85
24,95986.0,7892.0,712,34,Permanent,Business Owner,Education Loan,Car Purchase,PhD,234163,5,No,No,Poor,Owned,9.77,Rural,330477.0,5.19,Not Eligible,894002.84
21,158938.5,20576.5,728,13,Permanent,Salaried,Car Loan,Car Purchase,PhD,590758,26,Yes,Yes,Good,Rented,5.35,Semi-Urban,368041.0,4.25,Eligible,912801.645
60,33052.5,16629.2,710,1,Permanent,Salaried,Education Loan,Business Expansion,Bachelor's,359238,16,Yes,Yes,Good,Rented,5.53,Semi-Urban,36006.0,4.65,Eligible,170239.605
52,194650.5,64896.99999999999,725,18,Permanent,Salaried,Education Loan,House Purchase,PhD,455028,25,Yes,Yes,Good,Rented,5.54,Urban,288285.5,5.08,Eligible,655532.67
54,287725.5,27755.7,809,15,Permanent,Salaried,Education Loan,Car Purchase,High School,150171,3,Yes,Yes,Good,Rented,9.92,Semi-Urban,382627.5,10.3,Eligible,2423066.385
48,55861.5,49933.1,846,24,Permanent,Salaried,Education Loan,Medical Emergency,Master's,540112,10,Yes,Yes,Good,Owned,10.89,Semi-Urban,324527.0,14.98,Eligible,537537.585
51,109462.5,55121.5,716,0,Permanent,Salaried,Car Loan,House Purchase,High School,311601,18,Yes,Yes,Good,Company Provided,5.03,Rural,56677.5,8.81,Eligible,980427.255
28,261339.0,38014.2,833,1,Permanent,Salaried,Home Loan,Car Purchase,Bachelor's,4972331,21,Yes,Yes,Good,Rented,11.33,Rural,209372.0,5.53,Eligible,860321.64
59,265045.5,18442.2,849,26,Permanent,Salaried,Personal Loan,Business Expansion,Master's,964256,28,Yes,Yes,Good,Rented,9.9,Rural,109870.5,11.71,Eligible,2123789.415
46,196022.0,33024.0,827,1,New Joining,Salaried,Education Loan,Business Expansion,High School,708851,18,Yes,Yes,Good,Owned,7.24,Semi-Urban,450103.0,4.06,Not Eligible,712208.84
54,76396.0,99950.0,311,29,Contract Based,Self-Employed,Education Loan,Business Expansion,High School,391180,26,No,Yes,Poor,Owned,5.15,Rural,660033.0,2.39,Not Eligible,176526.34
23,208380.0,32072.6,736,9,Permanent,Salaried,Home Loan,Business Expansion,High School,3956900,17,Yes,Yes,Good,Rented,6.56,Rural,158156.5,9.87,Eligible,1224393.735
32,246604.5,7662.9,769,18,Permanent,Salaried,Car Loan,Medical Emergency,Master's,788021,11,Yes,Yes,Good,Company Provided,11.0,Rural,334608.0,4.73,Eligible,1815760.005
21,159339.0,56107.1,761,15,Permanent,Salaried,Personal Loan,Business Expansion,Master's,1218584,9,Yes,Yes,Good,Owned,11.59,Urban,73615.0,7.19,Eligible,477108.84
64,104719.0,91240.0,494,12,New Joining,Salaried,Home Loan,Education,PhD,1875313,11,Yes,No,Good,Owned,11.47,Semi-Urban,286060.0,5.0,Not Eligible,716712.72
25,83014.0,99238.0,329,7,Permanent,Self-Employed,Home Loan,Business Expansion,Bachelor's,3876133,26,No,Yes,Average,Owned,6.53,Urban,699844.0,13.93,Not Eligible,726303.1
50,89019.0,50699.6,726,30,Permanent,Salaried,Home Loan,Car Purchase,PhD,1617126,27,Yes,Yes,Good,Owned,14.11,Urban,28280.5,6.39,Eligible,326885.205
50,135616.5,24327.8,744,24,Permanent,Salaried,Home Loan,House Purchase,Bachelor's,3173913,9,Yes,Yes,Good,Rented,9.11,Urban,200569.0,7.84,Eligible,735355.38
37,244989.0,47848.5,775,38,Permanent,Salaried,Education Loan,Car Purchase,Master's,794886,17,Yes,Yes,Good,Rented,12.68,Rural,141164.0,5.05,Eligible,1467583.53
43,269539.5,44268.7,703,20,Permanent,Salaried,Personal Loan,House Purchase,High School,1650753,20,Yes,Yes,Good,Rented,6.66,Urban,278945.0,3.1,Eligible,2331434.205
35,96441.0,73960.0,725,37,New Joining,Self-Employed,Education Loan,Medical Emergency,PhD,245898,5,Yes,No,Good,Company Provided,9.71,Semi-Urban,643552.0,8.66,Not Eligible,788020.66
57,99181.5,12892.6,813,28,Permanent,Salaried,Home Loan,House Purchase,Master's,3533487,12,Yes,Yes,Good,Owned,10.22,Urban,489924.0,13.29,Eligible,808787.5499999999
